Tenure,NumOfProducts,HasCrCard,IsActiveMember,SatisfactionScore,GenderBinary,SurnameOrd,CardTypeOrd,CountryOrd,CreditScore,Age,Balance,EstimatedSalary,PointsEarned,TenurePoints,CardProducts,SatisfactionProducts,AgeProducts,BalanceCredit,ClusterKMeans,ClusterBGM
4,1,0,0,5,1,0.0,1.0,2,557,24,0.0,20515.72,532,0.007518796992481203,1.0,5.0,24.0,0.0,1,3
0,1,1,0,4,1,0.0,3.0,2,593,39,117704.73,197933.5,694,0.0,3.0,4.0,39.0,198.4902698145025,0,2
2,1,1,1,5,1,0.0,1.0,1,850,43,125510.82,79084.1,425,0.004705882352941176,1.0,5.0,43.0,147.65978823529412,0,2
1,1,1,1,1,1,0.0,2.0,1,687,63,137715.66,37938.74,938,0.0010660980810234541,2.0,1.0,63.0,200.45947598253275,0,2
8,1,1,1,1,1,0.0,3.0,2,789,27,66201.96,79458.12,332,0.024096385542168676,3.0,1.0,27.0,83.9061596958175,0,2
8,2,0,1,2,1,0.0,1.0,3,679,37,77373.87,174873.09,720,0.011111111111111112,0.5,1.0,18.5,113.95268041237112,1,1
5,2,1,1,2,1,0.0,2.0,2,791,44,0.0,123977.86,430,0.011627906976744186,1.0,1.0,22.0,0.0,1,3
10,1,1,0,2,0,0.0,1.0,1,646,69,115462.44,40421.87,701,0.014265335235378032,1.0,2.0,69.0,178.73442724458204,0,2
6,1,1,0,3,0,0.0,0.0,3,543,49,59532.18,104253.56,301,0.019933554817275746,0.0,3.0,49.0,109.6356906077348,0,2
6,1,0,0,1,1,0.0,1.0,2,700,27,137963.07,8996.79,781,0.0076824583866837385,1.0,1.0,27.0,197.0901,0,2
7,2,1,0,4,1,0.0,2.0,3,648,37,138503.51,57215.85,470,0.014893617021276596,1.0,2.0,18.5,213.73998456790125,0,1
10,1,0,1,5,1,0.0,1.0,1,808,67,124577.15,169894.4,259,0.03861003861003861,1.0,5.0,67.0,154.1796410891089,0,2
6,2,1,0,1,1,0.0,3.0,2,675,33,0.0,34045.61,872,0.006880733944954129,1.5,0.5,16.5,0.0,1,3
5,1,1,0,5,0,0.0,1.0,2,690,54,0.0,12847.61,439,0.011389521640091117,1.0,5.0,54.0,0.0,1,3
8,1,1,0,4,0,0.0,1.0,3,725,40,104149.66,62027.9,414,0.01932367149758454,1.0,4.0,40.0,143.65470344827585,0,2
2,1,1,0,1,0,0.0,3.0,2,654,36,112262.84,12873.39,883,0.0022650056625141564,3.0,1.0,36.0,171.65571865443425,0,2
3,1,1,0,4,1,0.0,2.0,2,802,60,92887.06,39473.63,848,0.003537735849056604,2.0,4.0,60.0,115.81927680798005,0,2
4,2,0,0,1,1,0.0,0.0,2,569,44,0.0,134394.78,592,0.006756756756756757,0.0,0.5,22.0,0.0,1,3
7,1,1,0,1,0,0.0,3.0,3,691,30,116927.89,21198.39,813,0.008610086100861008,3.0,1.0,30.0,169.21547033285094,0,2
7,1,1,1,5,0,0.0,0.0,2,844,38,111501.66,119333.38,962,0.007276507276507277,0.0,5.0,38.0,132.11097156398105,0,2
8,2,0,1,4,1,0.0,0.0,2,652,40,84390.8,107876.2,306,0.026143790849673203,0.0,2.0,20.0,129.43374233128836,1,1
2,2,0,1,3,0,0.0,3.0,3,636,34,40105.51,53512.16,356,0.0056179775280898875,1.5,1.5,17.0,63.058977987421386,1,1
1,1,1,1,4,0,0.0,3.0,2,703,32,125685.79,56246.72,960,0.0010416666666666667,3.0,4.0,32.0,178.78490753911805,0,2
0,2,1,1,3,1,0.0,2.0,1,729,28,0.0,31165.06,433,0.0,1.0,1.5,14.0,0.0,1,3
2,1,0,1,1,0,0.0,0.0,1,597,43,85162.26,5104.08,507,0.0039447731755424065,0.0,1.0,43.0,142.65035175879396,0,2
6,1,1,1,2,0,0.0,1.0,1,760,43,175735.5,157337.29,927,0.006472491909385114,1.0,2.0,43.0,231.23092105263157,0,2
0,1,1,1,1,0,0.0,2.0,2,824,30,133634.02,162053.92,977,0.0,2.0,1.0,30.0,162.17720873786408,0,2
5,1,1,0,4,0,0.0,3.0,2,566,30,0.0,54926.51,817,0.006119951040391677,3.0,4.0,30.0,0.0,1,3
5,1,1,1,2,1,0.0,0.0,1,512,35,124580.69,18785.48,428,0.011682242990654205,0.0,2.0,35.0,243.32166015625,0,2
8,1,1,1,5,1,0.0,3.0,3,614,39,125997.22,128049.34,817,0.009791921664626682,3.0,5.0,39.0,205.2071986970684,0,2
1,1,0,1,5,1,0.0,0.0,3,491,68,95039.12,116471.14,897,0.0011148272017837235,0.0,5.0,68.0,193.56236252545824,0,2
1,2,1,1,5,0,0.0,0.0,2,642,72,160541.0,142223.94,836,0.0011961722488038277,0.0,2.5,36.0,250.0638629283489,0,1
3,2,1,0,2,0,0.0,1.0,2,540,41,0.0,121098.65,781,0.0038412291933418692,0.5,1.0,20.5,0.0,1,3
2,1,0,0,2,1,0.0,3.0,3,850,35,80931.75,12639.67,983,0.002034587995930824,3.0,2.0,35.0,95.21382352941177,0,2
9,1,0,1,1,1,0.0,2.0,2,637,33,113913.53,65316.5,705,0.01276595744680851,2.0,1.0,33.0,178.828147566719,0,2
10,4,1,0,1,1,0.0,1.0,2,655,50,0.0,179267.94,889,0.01124859392575928,0.25,0.25,12.5,0.0,1,3
0,1,1,1,1,0,0.0,1.0,2,511,58,149117.31,162599.51,517,0.0,1.0,1.0,58.0,291.8146966731898,0,2
8,2,0,0,4,0,0.0,2.0,1,626,26,0.0,191420.71,701,0.011412268188302425,1.0,2.0,13.0,0.0,1,3
7,1,1,1,3,1,0.0,1.0,2,753,39,155062.8,16460.77,674,0.010385756676557863,1.0,3.0,39.0,205.92669322709162,0,2
3,1,1,0,3,0,0.0,3.0,2,680,27,0.0,32454.26,875,0.0034285714285714284,3.0,3.0,27.0,0.0,1,3
5,1,1,0,5,0,0.0,2.0,1,752,48,116060.08,156618.38,265,0.018867924528301886,2.0,5.0,48.0,154.33521276595744,0,2
2,2,1,0,3,0,0.0,3.0,2,672,39,0.0,87372.49,425,0.004705882352941176,1.5,1.5,19.5,0.0,1,3
4,1,0,1,5,0,0.0,1.0,2,715,41,94267.9,152821.12,831,0.0048134777376654635,1.0,5.0,41.0,131.84321678321677,0,2
8,2,1,1,5,0,0.0,2.0,2,568,30,73054.37,27012.0,560,0.014285714285714285,1.0,2.5,15.0,128.61684859154929,1,1
3,1,1,0,3,0,0.0,1.0,1,452,44,88915.85,69697.74,474,0.006329113924050633,1.0,3.0,44.0,196.71648230088496,0,2
10,2,1,0,5,0,0.0,0.0,2,679,47,198546.1,191198.92,694,0.01440922190201729,0.0,2.5,23.5,292.4095729013255,0,1
3,1,1,0,4,0,0.0,0.0,1,559,24,114739.92,85891.02,327,0.009174311926605505,0.0,4.0,24.0,205.25924865831843,0,2
3,1,1,0,4,0,0.0,3.0,2,531,31,96288.26,56794.73,247,0.012145748987854251,3.0,4.0,31.0,181.33382297551788,0,2
4,1,1,0,4,0,0.0,2.0,2,647,35,123761.68,83910.4,713,0.005610098176718092,2.0,4.0,35.0,191.2854404945904,0,2
2,2,1,1,4,0,0.0,0.0,2,585,42,0.0,18657.77,805,0.002484472049689441,0.0,2.0,21.0,0.0,1,3
5,1,1,1,5,1,0.0,3.0,1,658,32,145553.07,31484.76,528,0.00946969696969697,3.0,5.0,32.0,221.20527355623102,0,2
6,2,1,1,5,0,0.0,2.0,2,547,30,0.0,18471.86,458,0.013100436681222707,1.0,2.5,15.0,0.0,1,3
5,1,1,1,2,0,0.0,0.0,2,618,34,134954.53,151954.39,512,0.009765625,0.0,2.0,34.0,218.37302588996764,0,2
0,1,1,1,1,1,0.0,2.0,1,637,44,157622.58,120454.2,879,0.0,2.0,1.0,44.0,247.44518053375194,0,2
7,2,0,0,4,0,0.0,2.0,1,457,44,0.0,185992.36,717,0.009762900976290097,1.0,2.0,22.0,0.0,1,3
7,2,1,0,3,0,0.0,3.0,2,732,26,0.0,154364.66,994,0.007042253521126761,1.5,1.5,13.0,0.0,1,3
9,2,1,0,3,0,0.0,1.0,3,580,38,115442.19,128481.5,681,0.013215859030837005,0.5,1.5,19.0,199.03825862068965,0,1
3,2,1,1,5,1,0.0,0.0,2,636,34,0.0,44756.25,524,0.0057251908396946565,0.0,2.5,17.0,0.0,1,3
1,1,1,0,3,1,0.0,1.0,2,446,39,90217.07,191350.48,562,0.0017793594306049821,1.0,3.0,39.0,202.28042600896862,0,2
3,2,1,0,5,1,0.0,0.0,2,711,29,130181.47,31811.44,719,0.004172461752433936,0.0,2.5,14.5,183.09630098452882,0,1
7,1,1,1,5,0,0.0,0.0,2,569,38,0.0,108469.2,550,0.012727272727272728,0.0,5.0,38.0,0.0,1,3
2,2,1,0,3,1,0.0,3.0,2,708,44,161887.81,84870.23,602,0.0033222591362126247,1.5,1.5,22.0,228.6550988700565,0,1
2,2,1,1,1,0,0.0,2.0,3,850,28,101100.22,35337.31,711,0.0028129395218002813,1.0,0.5,14.0,118.94143529411765,0,1
7,1,1,0,4,1,0.0,2.0,1,649,32,0.0,28797.32,537,0.01303538175046555,2.0,4.0,32.0,0.0,1,3
0,1,1,0,1,0,0.0,2.0,1,683,29,133702.89,55582.54,388,0.0,2.0,1.0,29.0,195.75825768667644,0,2
10,2,0,0,5,0,0.0,1.0,2,757,31,39539.39,192519.39,799,0.012515644555694618,0.5,2.5,15.5,52.23169088507265,1,1
3,2,1,1,4,0,0.0,3.0,2,660,41,0.0,108665.89,265,0.011320754716981131,1.5,2.0,20.5,0.0,1,3
3,1,1,1,3,1,0.0,0.0,3,632,41,81877.38,33642.21,532,0.005639097744360902,0.0,3.0,41.0,129.55281645569622,0,2
4,2,1,1,4,1,0.0,1.0,3,811,28,167738.82,9903.42,513,0.007797270955165692,0.5,2.0,14.0,206.829617755857,0,1
7,1,1,0,3,0,0.0,1.0,1,574,52,115532.52,196257.67,625,0.0112,1.0,3.0,52.0,201.27616724738678,0,2
2,1,1,1,5,0,0.0,1.0,1,762,39,81273.13,18719.67,929,0.002152852529601722,1.0,5.0,39.0,106.65765091863517,0,2
4,1,0,1,1,1,0.0,3.0,1,554,41,112152.89,36242.19,897,0.004459308807134894,3.0,1.0,41.0,202.44203971119134,0,2
6,1,1,0,5,1,0.0,0.0,1,656,34,59877.33,14032.62,248,0.024193548387096774,0.0,5.0,34.0,91.27641768292683,0,2
5,1,0,0,5,1,0.0,2.0,2,684,26,87098.91,106095.82,894,0.005592841163310962,2.0,5.0,26.0,127.33758771929826,0,2
9,2,1,1,3,1,0.0,0.0,2,683,32,0.0,24991.92,862,0.010440835266821345,0.0,1.5,16.0,0.0,1,3
9,1,0,1,4,0,0.0,0.0,2,501,42,114631.23,91429.74,450,0.02,0.0,4.0,42.0,228.80485029940118,0,2
5,1,0,1,5,0,0.0,0.0,2,714,34,141173.03,98896.06,536,0.009328358208955223,0.0,5.0,34.0,197.72133053221287,0,2
3,1,1,0,5,0,0.0,3.0,1,489,40,221532.8,171867.08,636,0.0047169811320754715,3.0,5.0,40.0,453.03231083844577,0,2
3,2,0,0,4,0,0.0,1.0,2,702,50,0.0,94949.84,726,0.004132231404958678,0.5,2.0,25.0,0.0,1,3
5,1,1,1,4,0,0.0,2.0,2,644,30,44928.88,10771.46,528,0.00946969696969697,2.0,4.0,30.0,69.76534161490683,0,2
3,2,1,1,5,1,0.0,1.0,2,620,67,0.0,43486.73,404,0.007425742574257425,0.5,2.5,33.5,0.0,1,3
7,1,1,1,3,1,0.0,1.0,2,636,45,139859.23,108402.54,393,0.017811704834605598,1.0,3.0,45.0,219.90444968553462,0,2
8,1,1,0,4,0,0.0,1.0,1,602,34,98382.72,39542.0,240,0.03333333333333333,1.0,4.0,34.0,163.42644518272425,0,2
7,2,1,1,1,0,0.0,3.0,2,651,53,0.0,130132.41,284,0.02464788732394366,1.5,0.5,26.5,0.0,1,3
7,2,1,1,4,1,0.0,1.0,2,558,56,121235.05,116253.1,801,0.008739076154806492,0.5,2.0,28.0,217.2671146953405,0,1
5,2,1,0,4,0,0.0,3.0,1,764,29,0.0,65868.28,275,0.01818181818181818,1.5,2.0,14.5,0.0,1,3
9,2,1,1,5,1,0.0,2.0,2,595,33,0.0,41447.86,706,0.012747875354107648,1.0,2.5,16.5,0.0,1,3
3,1,1,1,4,1,0.0,1.0,2,715,35,0.0,152012.36,917,0.003271537622682661,1.0,4.0,35.0,0.0,1,3
7,2,1,1,4,1,0.0,3.0,2,719,54,0.0,125041.52,619,0.011308562197092083,1.5,2.0,27.0,0.0,1,3
8,2,1,0,4,1,0.0,2.0,2,669,38,0.0,84049.16,800,0.01,1.0,2.0,19.0,0.0,1,3
5,1,1,1,5,0,0.0,1.0,1,703,73,137761.55,159677.46,416,0.01201923076923077,1.0,5.0,73.0,195.96237553342814,0,2
4,1,0,0,5,1,0.0,1.0,2,619,48,0.0,18094.96,812,0.0049261083743842365,1.0,5.0,48.0,0.0,1,3
9,1,1,0,5,0,0.0,3.0,2,682,55,0.0,153356.8,294,0.030612244897959183,3.0,5.0,55.0,0.0,1,3
7,1,1,0,1,1,0.0,1.0,3,679,34,121063.85,56984.58,564,0.012411347517730497,1.0,1.0,34.0,178.29727540500738,0,2
2,2,1,0,1,1,0.0,0.0,3,594,21,87096.82,168186.11,923,0.0021668472372697724,0.0,0.5,10.5,146.6276430976431,1,1
1,2,1,1,4,0,0.0,2.0,1,758,56,0.0,10643.38,408,0.0024509803921568627,1.0,2.0,28.0,0.0,1,3
3,1,0,1,3,0,0.0,1.0,1,588,32,109109.33,4993.94,447,0.006711409395973154,1.0,3.0,32.0,185.5600850340136,0,2
1,1,1,0,3,0,0.0,0.0,3,594,18,132694.73,167689.56,323,0.0030959752321981426,0.0,3.0,18.0,223.39180134680137,0,2
1,2,1,0,2,0,0.0,3.0,1,509,29,0.0,69113.14,321,0.003115264797507788,1.5,1.0,14.5,0.0,1,3
5,1,1,0,5,0,0.0,3.0,2,516,35,128653.59,127558.26,595,0.008403361344537815,3.0,5.0,35.0,249.32866279069768,0,2
5,2,0,0,1,0,0.0,0.0,2,698,47,156265.31,1055.66,630,0.007936507936507936,0.0,0.5,23.5,223.87580229226361,0,1
3,1,1,0,4,0,0.0,3.0,2,514,35,121030.9,10008.68,264,0.011363636363636364,3.0,4.0,35.0,235.46867704280154,0,2
0,2,1,1,3,0,0.0,2.0,1,597,24,108058.07,187826.11,676,0.0,1.0,1.5,12.0,181.0017922948074,0,1
5,2,1,1,3,1,0.0,2.0,2,605,32,0.0,42135.28,765,0.006535947712418301,1.0,1.5,16.0,0.0,1,3
9,1,1,0,5,0,0.0,1.0,3,612,30,142910.15,105890.55,763,0.011795543905635648,1.0,5.0,30.0,233.51331699346403,0,2
9,1,0,0,3,0,0.0,1.0,1,683,35,61172.04,82951.12,306,0.029411764705882353,1.0,3.0,35.0,89.56374816983895,0,2
6,2,0,1,2,0,0.0,3.0,1,652,58,0.0,170025.43,596,0.010067114093959731,1.5,1.0,29.0,0.0,1,3
7,1,0,0,3,0,0.0,1.0,2,562,35,0.0,48869.67,863,0.008111239860950173,1.0,3.0,35.0,0.0,1,3
10,1,0,0,1,1,0.0,2.0,2,675,34,84944.58,146230.63,248,0.04032258064516129,2.0,1.0,34.0,125.84382222222223,0,2
8,2,0,0,4,1,0.0,1.0,2,709,43,0.0,168035.62,863,0.009269988412514484,0.5,2.0,21.5,0.0,1,3
1,1,1,0,3,1,0.0,3.0,1,727,52,154733.97,80259.67,786,0.001272264631043257,3.0,3.0,52.0,212.8390233837689,0,2
1,1,1,0,2,0,0.0,2.0,3,768,49,133384.66,102397.22,684,0.0014619883040935672,2.0,2.0,49.0,173.67794270833335,0,2
7,2,1,0,4,1,0.0,3.0,1,645,37,0.0,13589.93,318,0.0220125786163522,1.5,2.0,18.5,0.0,1,3
3,2,0,0,2,0,0.0,1.0,2,681,34,0.0,55816.2,628,0.004777070063694267,0.5,1.0,17.0,0.0,1,3
6,1,1,1,1,1,0.0,0.0,2,846,37,127103.97,41516.44,290,0.020689655172413793,0.0,1.0,37.0,150.24109929078014,0,2
7,2,1,1,5,0,0.0,3.0,2,693,38,198338.77,14278.18,991,0.007063572149344097,1.5,2.5,19.0,286.2031313131313,0,1
7,2,1,0,4,1,0.0,1.0,3,687,34,111388.18,148564.76,570,0.012280701754385965,0.5,2.0,17.0,162.1370887918486,0,1
9,1,1,0,4,1,0.0,2.0,3,652,37,145219.3,159132.83,910,0.00989010989010989,2.0,4.0,37.0,222.72898773006133,0,2
1,1,1,1,5,0,0.0,1.0,3,679,35,110245.13,178291.09,728,0.0013736263736263737,1.0,5.0,35.0,162.3639617083947,0,2
9,1,1,0,3,1,0.0,2.0,2,719,37,101455.7,25803.59,844,0.01066350710900474,2.0,3.0,37.0,141.1066759388039,0,2
5,1,0,0,4,1,0.0,3.0,2,841,36,156021.31,122662.98,242,0.02066115702479339,3.0,4.0,36.0,185.51879904875148,0,2
7,1,1,1,3,0,0.0,1.0,2,633,37,141546.35,124830.11,530,0.013207547169811321,1.0,3.0,37.0,223.61192733017378,0,2
3,1,1,1,5,0,0.0,2.0,3,619,57,137946.39,72467.99,367,0.008174386920980926,2.0,5.0,57.0,222.85361873990308,0,2
10,1,1,1,3,1,0.0,0.0,1,521,22,0.0,101311.95,882,0.011337868480725623,0.0,3.0,22.0,0.0,1,3
8,1,1,0,2,0,0.0,3.0,2,584,49,172713.44,113860.81,475,0.016842105263157894,3.0,2.0,49.0,295.74219178082194,0,2
0,1,0,0,4,0,0.0,2.0,1,565,38,122447.76,67339.34,652,0.0,2.0,4.0,38.0,216.72169911504423,0,2
7,1,0,1,5,1,0.0,2.0,2,451,31,140931.82,20388.77,458,0.015283842794759825,2.0,5.0,31.0,312.48740576496675,0,2
5,1,0,0,3,0,0.0,1.0,1,685,23,164902.43,141152.28,492,0.01016260162601626,1.0,3.0,23.0,240.73347445255473,0,2
1,2,1,0,3,1,0.0,0.0,2,850,38,106871.81,29333.01,527,0.0018975332068311196,0.0,1.5,19.0,125.73154117647059,0,1
6,1,0,1,4,0,0.0,3.0,3,693,25,146580.69,14633.35,459,0.013071895424836602,3.0,4.0,25.0,211.51614718614718,0,2
4,1,1,1,1,0,0.0,3.0,1,775,27,0.0,40807.26,923,0.004333694474539545,3.0,1.0,27.0,0.0,1,3
4,1,1,0,5,0,0.0,1.0,2,728,34,106328.08,88680.65,709,0.005641748942172073,1.0,5.0,34.0,146.05505494505493,0,2
4,2,1,1,4,0,0.0,3.0,2,578,32,0.0,141822.8,434,0.009216589861751152,1.5,2.0,16.0,0.0,1,3
8,1,1,0,3,0,0.0,2.0,2,840,30,136291.71,54113.38,938,0.008528784648187633,2.0,3.0,30.0,162.2520357142857,0,2
10,1,1,0,3,0,0.0,2.0,2,708,52,105355.81,123.07,755,0.013245033112582781,2.0,3.0,52.0,148.80764124293785,0,2
3,1,0,1,2,1,0.0,3.0,2,568,38,132951.92,124486.28,783,0.0038314176245210726,3.0,2.0,38.0,234.07028169014086,0,2
8,1,1,0,3,0,0.0,1.0,2,644,40,93183.19,73882.49,617,0.012965964343598054,1.0,3.0,40.0,144.6943944099379,0,2
4,1,1,1,3,1,0.0,1.0,2,777,58,0.0,62449.07,852,0.004694835680751174,1.0,3.0,58.0,0.0,1,3
3,2,0,1,5,0,0.0,1.0,3,616,45,143129.41,64327.26,308,0.00974025974025974,0.5,2.5,22.5,232.35293831168832,0,1
1,2,1,1,3,0,0.0,1.0,3,468,29,111681.98,195711.16,977,0.0010235414534288639,0.5,1.5,14.5,238.6367094017094,0,1
3,2,1,1,5,0,0.0,0.0,3,540,44,164113.04,12120.79,778,0.0038560411311053984,0.0,2.5,22.0,303.91303703703704,0,1
3,2,1,0,4,0,0.0,2.0,2,705,33,144427.96,113845.19,357,0.008403361344537815,1.0,2.0,16.5,204.86235460992907,0,1
2,2,0,1,2,0,0.0,0.0,2,656,37,0.0,67840.81,436,0.0045871559633027525,0.0,1.0,18.5,0.0,1,3
7,2,0,1,5,1,0.0,0.0,1,730,52,0.0,122398.84,800,0.00875,0.0,2.5,26.0,0.0,1,3
2,1,0,0,5,1,0.0,3.0,2,666,31,79589.43,4050.57,569,0.0035149384885764497,3.0,5.0,31.0,119.50364864864864,0,2
2,2,0,0,5,1,0.0,0.0,3,689,28,64808.32,78591.15,730,0.0027397260273972603,0.0,2.5,14.0,94.06142235123367,1,1
5,1,1,0,3,0,0.0,2.0,3,812,25,54817.55,131660.31,985,0.005076142131979695,2.0,3.0,25.0,67.50929802955666,0,2
8,1,0,0,2,1,0.0,3.0,2,408,84,87873.39,188484.52,608,0.013157894736842105,3.0,2.0,84.0,215.37595588235294,0,2
5,1,1,1,1,0,0.0,1.0,2,647,32,97041.16,23132.73,596,0.008389261744966443,1.0,1.0,32.0,149.9863369397218,0,2
1,2,0,1,2,1,0.0,1.0,2,571,35,104783.81,178512.52,350,0.002857142857142857,0.5,1.0,17.5,183.50929947460594,0,1
0,1,1,0,1,1,0.0,3.0,2,781,48,57098.96,85644.06,646,0.0,3.0,1.0,48.0,73.11006402048656,0,2
8,2,1,1,5,1,0.0,1.0,3,727,30,119027.28,137903.54,515,0.015533980582524271,0.5,2.5,15.0,163.72390646492434,0,1
4,2,1,0,1,1,0.0,0.0,2,610,27,87262.4,182720.07,647,0.0061823802163833074,0.0,0.5,13.5,143.05311475409835,1,1
0,2,1,1,1,1,0.0,1.0,3,638,39,122501.28,95007.8,492,0.0,0.5,0.5,19.5,192.00827586206896,0,1
10,1,1,0,5,1,0.0,2.0,1,614,25,75212.28,58965.04,386,0.025906735751295335,2.0,5.0,25.0,122.49557003257328,0,2
5,1,0,0,4,1,0.0,1.0,2,695,31,106089.2,99537.68,324,0.015432098765432098,1.0,4.0,31.0,152.6463309352518,0,2
4,1,0,0,1,0,0.0,1.0,3,529,29,135759.4,112813.79,674,0.005934718100890208,1.0,1.0,29.0,256.63402646502834,0,2
8,2,0,0,4,0,0.0,0.0,1,710,22,0.0,99645.04,289,0.02768166089965398,0.0,2.0,11.0,0.0,1,3
6,2,0,0,4,0,0.0,0.0,1,706,30,87609.68,137674.55,643,0.00933125972006221,0.0,2.0,15.0,124.09303116147308,1,1
7,2,0,1,2,0,0.0,0.0,2,502,33,0.0,4082.52,959,0.0072992700729927005,0.0,1.0,16.5,0.0,1,3
1,1,1,0,4,0,0.0,0.0,3,756,27,131899.0,93302.29,448,0.002232142857142857,0.0,4.0,27.0,174.4695767195767,0,2
1,1,1,0,3,0,0.0,0.0,3,581,38,133105.47,105732.9,438,0.00228310502283105,0.0,3.0,38.0,229.09719449225474,0,2
10,1,1,0,4,1,0.0,3.0,1,527,46,131414.76,54947.51,599,0.01669449081803005,3.0,4.0,46.0,249.36387096774195,0,2
5,2,1,1,2,0,0.0,3.0,1,807,42,0.0,74900.9,791,0.006321112515802781,1.5,1.0,21.0,0.0,1,3
6,1,1,0,5,0,0.0,2.0,3,501,25,104013.79,114774.35,629,0.009538950715421303,2.0,5.0,25.0,207.61235528942115,0,2
7,1,1,0,4,0,0.0,3.0,2,600,49,90218.9,91347.76,367,0.01907356948228883,3.0,4.0,49.0,150.36483333333334,0,2
5,2,1,0,4,0,0.0,1.0,2,506,36,0.0,164253.35,299,0.016722408026755852,0.5,2.0,18.0,0.0,1,3
6,1,1,1,3,0,0.0,3.0,1,633,58,98308.51,132034.13,808,0.007425742574257425,3.0,3.0,58.0,155.30570300157976,0,2
4,2,1,0,1,0,0.0,2.0,2,720,44,0.0,163471.01,311,0.012861736334405145,1.0,0.5,22.0,0.0,1,3
5,2,1,0,4,1,0.0,3.0,2,850,40,0.0,35034.15,632,0.007911392405063292,1.5,2.0,20.0,0.0,1,3
5,2,1,0,3,1,0.0,3.0,2,646,30,0.0,13935.32,786,0.006361323155216285,1.5,1.5,15.0,0.0,1,3
7,2,1,0,3,1,0.0,3.0,2,461,40,0.0,176547.8,252,0.027777777777777776,1.5,1.5,20.0,0.0,1,3
2,1,1,0,4,0,0.0,3.0,2,556,38,114756.14,193214.05,820,0.0024390243902439024,3.0,4.0,38.0,206.39593525179856,0,2
1,1,0,0,2,0,0.0,0.0,2,725,45,129855.32,24218.65,917,0.0010905125408942203,0.0,2.0,45.0,179.11078620689656,0,2
5,2,1,1,5,0,0.0,3.0,2,721,54,0.0,4493.12,863,0.005793742757821553,1.5,2.5,27.0,0.0,1,3
8,2,1,1,4,0,0.0,3.0,3,477,34,139959.55,189875.83,362,0.022099447513812154,1.5,2.0,17.0,293.4162473794549,0,1
3,2,1,0,3,1,0.0,1.0,2,661,31,136067.82,65567.91,796,0.0037688442211055275,0.5,1.5,15.5,205.85146747352496,0,1
3,1,0,0,4,0,0.0,0.0,1,711,38,128718.78,114793.45,862,0.0034802784222737818,0.0,4.0,38.0,181.0390717299578,0,2
4,2,1,0,2,0,0.0,0.0,3,762,34,88815.56,68562.26,448,0.008928571428571428,0.0,1.0,17.0,116.5558530183727,1,1
9,2,1,1,2,0,0.0,3.0,1,644,37,0.0,96442.86,577,0.01559792027729636,1.5,1.0,18.5,0.0,1,3
2,1,1,1,5,1,0.0,1.0,1,850,45,122311.21,19482.5,739,0.0027063599458728013,1.0,5.0,45.0,143.8955411764706,0,2
5,1,0,0,3,1,0.0,1.0,2,658,35,126397.66,156361.58,501,0.00998003992015968,1.0,3.0,35.0,192.09370820668693,0,2
2,2,1,1,4,0,0.0,3.0,3,638,37,89728.86,37294.88,799,0.0025031289111389237,1.5,2.0,18.5,140.64084639498432,1,1
9,2,0,1,3,0,0.0,1.0,3,691,38,163965.69,103511.26,801,0.011235955056179775,0.5,1.5,19.0,237.28753979739508,0,1
8,1,1,1,2,0,0.0,3.0,1,707,48,88441.64,119903.2,244,0.03278688524590164,3.0,2.0,48.0,125.09425742574257,0,2
1,2,1,1,1,1,0.0,3.0,3,601,54,131039.97,199661.5,929,0.001076426264800861,1.5,0.5,27.0,218.03655574043262,0,1
9,3,1,1,3,1,0.0,0.0,2,481,57,0.0,169719.35,259,0.03474903474903475,0.0,1.0,19.0,0.0,1,3
5,1,1,0,1,1,0.0,0.0,2,641,36,66392.64,31106.67,224,0.022321428571428572,0.0,1.0,36.0,103.57666146645866,0,2
1,1,1,0,1,1,0.0,1.0,2,697,38,182065.85,49503.5,605,0.001652892561983471,1.0,1.0,38.0,261.21355810616933,0,2
7,2,0,0,2,1,0.0,3.0,2,729,38,0.0,45779.9,606,0.01155115511551155,1.5,1.0,19.0,0.0,1,3
10,1,1,0,1,1,0.0,3.0,3,651,34,148962.46,66389.43,907,0.011025358324145534,3.0,1.0,34.0,228.82098310291858,0,2
5,1,1,1,5,1,0.0,2.0,2,640,42,176099.13,8404.73,380,0.013157894736842105,2.0,5.0,42.0,275.154890625,0,2
3,1,1,1,3,0,0.0,0.0,3,677,34,126729.41,26106.39,439,0.00683371298405467,0.0,3.0,34.0,187.19262924667652,0,2
3,1,0,1,1,0,0.0,2.0,2,633,61,157201.48,50368.63,343,0.008746355685131196,2.0,1.0,61.0,248.343570300158,0,2
4,1,0,0,3,0,0.0,0.0,2,659,31,118342.26,161574.19,391,0.010230179028132993,0.0,3.0,31.0,179.57854324734444,0,2
3,2,1,0,3,0,0.0,1.0,2,763,40,0.0,134281.11,525,0.005714285714285714,0.5,1.5,20.0,0.0,1,3
7,1,0,1,5,1,0.0,1.0,3,545,60,128981.07,176924.21,907,0.007717750826901874,1.0,5.0,60.0,236.6625137614679,0,2
7,1,1,0,5,0,0.0,1.0,2,809,24,109558.36,183515.13,483,0.014492753623188406,1.0,5.0,24.0,135.42442521631645,0,2
7,2,1,1,4,1,0.0,0.0,1,586,33,0.0,168261.4,554,0.01263537906137184,0.0,2.0,16.5,0.0,1,3
